"EntityNumber","TypeOfAddress","CountryNL","CountryFR","Zipcode","MunicipalityNL","MunicipalityFR","StreetNL","StreetFR","HouseNumber","Box","ExtraAddressInfo","DateStrikingOff"
"2.390.578.262","BAET",,,"4020","Liège","Liège","Rue Docteur-Rasquinet","Rue Docteur-Rasquinet","28","","",
"2.390.711.488","BAET",,,"1560","Hoeilaart","Hoeilaart","Marcel Félicéstraat","Marcel Félicéstraat","19","","GLV",
"2.391.289.629","BAET",,,"2300","Turnhout","Turnhout","Kwakkelstraat","Kwakkelstraat","46","1","",
"2.391.329.419","BAET",,,"1850","Grimbergen","Grimbergen","Beukendreef","Beukendreef","46","","",
"2.391.415.234","BAET",,,"8700","Tielt","Tielt","Pastorijstraat","Pastorijstraat","16","","",
"2.391.452.153","BAET",,,"8760","Tielt","Tielt","Spillebosstraat","Spillebosstraat","1","","",
"2.391.508.076","BAET",,,"3210","Lubbeek","Lubbeek","Dunberg(LUB)","Dunberg(LUB)","20","","",
"2.391.594.881","BAET",,,"1190","Vorst","Forest","Oude Vijversstraat","Rue des Anciens Etangs","11","","",
"2.391.659.417","BAET",,,"1020","Brussel","Bruxelles","Vuurkruisenlaan","Avenue des Croix du Feu","55","","Rohini singh sisodia",
"2.391.716.132","BAET",,,"4300","Waremme","Waremme","Rue de la Campagne","Rue de la Campagne","5","","",
"2.391.716.231","BAET",,,"2200","Herentals","Herentals","Augustijnenlaan(HRT)","Augustijnenlaan(HRT)","82","i","",
"2.391.716.330","BAET",,,"8904","Ieper","Ieper","Molenstraat","Molenstraat","20","B","",
"2.391.716.429","BAET",,,"1060","Sint-Gillis (bij-Brussel)","Saint-Gilles","Schotlandstraat","Rue d'Ecosse","48","RCAR","",
"2.391.716.627","BAET",,,"5100","Namur","Namur","Chaussée de Marche(WD)","Chaussée de Marche(WD)","636","","",
"2.391.716.726","BAET",,,"2560","Nijlen","Nijlen","Korenstraat","Korenstraat","42","","",
"2.391.716.825","BAET",,,"3990","Peer","Peer","Erpekommerweg","Erpekommerweg","61","","",
"2.391.716.924","BAET",,,"4000","Liège","Liège","Rue de-Gueldre","Rue de-Gueldre","12","11","",
"2.391.717.023","BAET",,,"8520","Kuurne","Kuurne","Kerkstraat","Kerkstraat","32","","",
"2.391.717.122","BAET",,,"3940","Hechtel-Eksel","Hechtel-Eksel","Bergstraat","Bergstraat","5","","",
"2.391.717.320","BAET",,,"4460","Grâce-Hollogne","Grâce-Hollogne","Rue Méan","Rue Méan","273","","",
"2.391.717.419","BAET",,,"4360","Oreye","Oreye","Rue des Combattants","Rue des Combattants","48","","",
"2.391.717.518","BAET",,,"9600","Ronse","Ronse","Engelsenlaan","Boulevard des Anglais","304","","",
"2.391.717.617","BAET",,,"8500","Kortrijk","Kortrijk","Beheerstraat(Kor)","Beheerstraat(Kor)","7","21","",
"2.391.717.716","BAET",,,"3200","Aarschot","Aarschot","Elisabethlaan","Elisabethlaan","109","2","",
"2.391.717.815","BAET",,,"9120","Beveren-Kruibeke-Zwijndrecht","Beveren-Kruibeke-Zwijndrecht","Zakdam(BEV)","Zakdam(BEV)","1","","",
"2.391.718.013","BAET",,,"3540","Herk-de-Stad","Herk-de-Stad","Reyerstraat","Reyerstraat","40","","",
"2.391.718.211","BAET",,,"3910","Pelt","Pelt","Jos Verlindenstraat(SHL)","Jos Verlindenstraat(SHL)","96","","",
"2.391.718.409","BAET",,,"4100","Seraing","Seraing","Avenue des Sillons","Avenue des Sillons","77","","",
"2.391.718.508","BAET",,,"5310","Eghezée","Eghezée","Rue des Bruyères,Warêt","Rue des Bruyères,Warêt","148","","",
"2.391.718.607","BAET",,,"3000","Leuven","Leuven","Frans Vermeylenstraat","Frans Vermeylenstraat","4","","",
"2.391.718.805","BAET",,,"2560","Nijlen","Nijlen","Kessel-Dorp","Kessel-Dorp","19","","",
"2.391.718.904","BAET",,,"8490","Jabbeke","Jabbeke","Gistelsteenweg","Gistelsteenweg","82","","",
"2.391.719.003","BAET",,,"8300","Knokke-Heist","Knokke-Heist","Smedenstraat","Smedenstraat","8","","",
"2.391.719.102","BAET",,,"1040","Etterbeek","Etterbeek","Generaal Fivéstraat","Rue Général Fivé","27","G14","",
"2.391.719.201","BAET",,,"2900","Schoten","Schoten","Hermelijnlaan","Hermelijnlaan","28","","",
"2.391.719.397","BAET",,,"6532","Thuin","Thuin","Rue du Calvaire(RAG)","Rue du Calvaire(RAG)","4","","",
"2.391.719.595","BAET",,,"5100","Namur","Namur","Avenue Gouverneur Bovesse(JB)","Avenue Gouverneur Bovesse(JB)","30","8","",
"2.391.719.694","BAET",,,"2370","Arendonk","Arendonk","Akkerstraat","Akkerstraat","75","","",
"2.391.719.793","BAET",,,"4840","Welkenraedt","Welkenraedt","Rue de l'Usine","Rue de l'Usine","2","","",
"2.391.719.892","BAET",,,"4020","Liège","Liège","Rue Surlet","Rue Surlet","60","","",
"2.391.719.991","BAET",,,"4000","Liège","Liège","Rue du Pot-d'Or","Rue du Pot-d'Or","31","","",
"2.391.720.090","BAET",,,"1640","Sint-Genesius-Rode","Sint-Genesius-Rode","Lindestraat","Rue du Tilleul","109","","",
"2.391.720.288","BAET",,,"6600","Bastogne","Bastogne","Rue des Lavandières","Rue des Lavandières","33","","",
"2.391.720.486","BAET",,,"1853","Grimbergen","Grimbergen","Oude Mechelsestraat","Oude Mechelsestraat","140","","",
"2.391.720.585","BAET",,,"8500","Kortrijk","Kortrijk","Walle(Kor)","Walle(Kor)","113","Unit 5","",
"2.391.720.684","BAET",,,"2400","Mol","Mol","Donk","Donk","99","","",
"2.391.720.783","BAET",,,"9950","Lievegem","Lievegem","Arisdonk","Arisdonk","4","","",
"2.391.720.981","BAET",,,"5190","Jemeppe-sur-Sambre","Jemeppe-sur-Sambre","Route d'Eghezée","Route d'Eghezée","58","B","",
"2.391.721.080","BAET",,,"2060","Antwerpen","Antwerpen","Hardenvoort","Hardenvoort","3","2","",
"2.391.721.179","BAET",,,"8553","Zwevegem","Zwevegem","Brouwerijstraat(O)","Brouwerijstraat(O)","21","","",
"2.391.721.278","BAET",,,"2830","Willebroek","Willebroek","Oude Dendermondsestraat","Oude Dendermondsestraat","20","","",
"2.391.721.377","BAET",,,"1300","Wavre","Wavre","Allée de la Chêneraie","Allée de la Chêneraie","8","","",
"2.391.721.476","BAET",,,"5310","Eghezée","Eghezée","Chaussée de Namur,Longchamps","Chaussée de Namur,Longchamps","343","","",
"2.391.721.674","BAET",,,"3680","Maaseik","Maaseik","Opoeterseweg","Opoeterseweg","47","","",
"2.391.721.773","BAET",,,"2040","Antwerpen","Antwerpen","Spaansemolenstraat","Spaansemolenstraat","37","","",
"2.391.722.070","BAET",,,"6240","Farciennes","Farciennes","Rue du Wairchat(FAR)","Rue du Wairchat(FAR)","-","","",
"2.391.722.169","BAET",,,"4020","Liège","Liège","Rue Tour-en-Bêche","Rue Tour-en-Bêche","3","","",
"2.391.722.268","BAET",,,"2000","Antwerpen","Antwerpen","Godefriduskaai","Godefriduskaai","12","V5","",
"2.391.722.367","BAET",,,"6540","Lobbes","Lobbes","Rue du Crombouly","Rue du Crombouly","1","","",
"2.391.722.466","BAET",,,"4910","Theux","Theux","Rue Petit-Jonckeu","Rue Petit-Jonckeu","25D","","",
"2.391.722.565","BAET",,,"1780","Wemmel","Wemmel","Is. Meyskensstraat","Rue Is. Meyskens","222","","",
"2.391.722.664","BAET",,,"6900","Marche-en-Famenne","Marche-en-Famenne","Marche, Boulevard du Nord","Marche, Boulevard du Nord","21","","",
"2.391.722.862","BAET",,,"6220","Fleurus","Fleurus","Avenue de la Gare(FL)","Avenue de la Gare(FL)","70","14","",
"2.391.722.961","BAET",,,"8400","Oostende","Oostende","Gistelsesteenweg","Gistelsesteenweg","347","","",
"2.391.723.060","BAET",,,"3000","Leuven","Leuven","Rijschoolstraat","Rijschoolstraat","31A","302","",
"2.391.723.159","BAET",,,"1401","Nivelles","Nivelles","Rue Maubille","Rue Maubille","35","","",
"2.391.723.258","BAET",,,"2440","Geel","Geel","Dul","Dul","3","","",
"2.391.723.456","BAET",,,"1780","Wemmel","Wemmel","Is. Meyskensstraat","Rue Is. Meyskens","222","","",
"2.391.723.555","BAET",,,"9170","Sint-Gillis-Waas","Sint-Gillis-Waas","Kluizenhof(SGW)","Kluizenhof(SGW)","31","","",
"2.391.723.654","BAET",,,"1180","Ukkel","Uccle","Directoirelaan","Avenue du Directoire","25","","",
"2.391.723.753","BAET",,,"9180","Lokeren","Lokeren","Bloemisterijhof","Bloemisterijhof","2","","",
"2.391.723.852","BAET",,,"3500","Hasselt","Hasselt","Maastrichtersteenweg","Maastrichtersteenweg","27","102","",
"2.391.724.149","BAET",,,"6900","Marche-en-Famenne","Marche-en-Famenne","Marche, Rue des Bouleaux","Marche, Rue des Bouleaux","5","","",
"2.391.724.248","BAET",,,"2180","Antwerpen","Antwerpen","Kattenberg","Kattenberg","137","","",
"2.391.724.347","BAET",,,"7100","La Louvière","La Louvière","Rue de la Loi(L.L)","Rue de la Loi(L.L)","36","","",
"2.391.724.644","BAET",,,"5170","Profondeville","Profondeville","Rue Camille Borbouse(B.V.)","Rue Camille Borbouse(B.V.)","10","","",
"2.391.724.743","BAET",,,"7140","Morlanwelz","Morlanwelz","Chaussée Brunehault(MLZ)","Chaussée Brunehault(MLZ)","245","","",
"2.391.724.842","BAET",,,"1070","Anderlecht","Anderlecht","Georges Moreaustraat","Rue Georges Moreau","29","","",
"2.391.725.040","BAET",,,"9000","Gent","Gent","Gordunakaai","Gordunakaai","14","","",
"2.391.725.238","BAET",,,"1950","Kraainem","Kraainem","Steenweg op Mechelen","Chaussée de Malines","455","1","",
"2.391.725.337","BAET",,,"1480","Tubize","Tubize","Rue de Mons","Rue de Mons","61","","",
"2.391.725.436","BAET",,,"4458","Juprelle","Juprelle","Rue du Flot Guillaume","Rue du Flot Guillaume","5","","",
"2.391.725.535","BAET",,,"9100","Sint-Niklaas","Sint-Niklaas","Knaptandstraat","Knaptandstraat","134+","","",
"2.391.725.733","BAET",,,"1090","Jette","Jette","Jetse Laan","Avenue de Jette","290","","",
"2.391.725.832","BAET",,,"7100","La Louvière","La Louvière","Rue Edouard Anseele(L.L)","Rue Edouard Anseele(L.L)","17","101","",
"2.391.725.931","BAET",,,"9401","Ninove","Ninove","Pollarebaan","Pollarebaan","90","","",
"2.391.726.030","BAET",,,"2800","Mechelen","Mechelen","Schuttersstraat","Schuttersstraat","21","","",
"2.391.726.129","BAET",,,"9200","Dendermonde","Dendermonde","Volaardestraat (STG)","Volaardestraat (STG)","81","","",
"2.391.726.228","BAET",,,"4850","Plombières","Plombières","Rue Langhaag","Rue Langhaag","14","","",
"2.391.726.426","BAET",,,"8380","Brugge","Brugge","Mercatorstraat","Mercatorstraat","7","202","",
"2.391.726.525","BAET",,,"5550","Vresse-sur-Semois","Vresse-sur-Semois","Rue Albert Raty,Vresse","Rue Albert Raty,Vresse","16","","",
"2.391.726.624","BAET",,,"7972","Beloeil","Beloeil","Rue du Sarrazin (Que)","Rue du Sarrazin (Que)","63","B","",
"2.391.726.723","BAET",,,"5670","Viroinval","Viroinval","Rue Neuve, Oignies","Rue Neuve, Oignies","13","","",
"2.391.726.921","BAET",,,"7503","Tournai","Tournai","Rue de l'Innovation (FRY)","Rue de l'Innovation (FRY)","7","","",
"2.391.727.119","BAET",,,"2170","Antwerpen","Antwerpen","Bredabaan","Bredabaan","328","","",
"2.391.727.218","BAET",,,"7180","Seneffe","Seneffe","Rue de Courcelles","Rue de Courcelles","17","","",
"2.391.727.317","BAET",,,"7500","Tournai","Tournai","Chaussée de Douai(TOU)","Chaussée de Douai(TOU)","96","","",
"2.391.727.416","BAET",,,"1000","Brussel","Bruxelles","Van Moerstraat","Rue Van Moer","11","","",
"2.391.727.515","BAET",,,"5190","Jemeppe-sur-Sambre","Jemeppe-sur-Sambre","Rue des Fonds,Balâtre","Rue des Fonds,Balâtre","150","","",
"2.391.727.614","BAET",,,"4960","Malmedy","Malmedy","Avenue des Alliés","Avenue des Alliés","26","","",
"2.391.727.713","BAET",,,"5590","Ciney","Ciney","Rue Edouard Dinot","Rue Edouard Dinot","87","","",
"2.391.728.010","BAET",,,"4470","Saint-Georges-sur-Meuse","Saint-Georges-sur-Meuse","Rue de la Bourse","Rue de la Bourse","10","","",
"2.391.728.208","BAET",,,"9051","Gent","Gent","Stijn Streuvelslaan","Stijn Streuvelslaan","31","","",
"2.391.728.406","BAET",,,"6200","Châtelet","Châtelet","Rue du Calvaire","Rue du Calvaire","1","","",
"2.391.728.505","BAET",,,"2018","Antwerpen","Antwerpen","Hoveniersstraat","Hoveniersstraat","2","564","",
"2.391.728.604","BAET",,,"1030","Schaarbeek","Schaerbeek","Apollosquare","Square Apollo","1","b049","",
"2.391.728.703","BAET",,,"8840","Staden","Staden","Schierveldestraat(ONK)","Schierveldestraat(ONK)","16","","",
"2.391.728.802","BAET",,,"1050","Elsene","Ixelles","Lesbroussartstraat","Rue Lesbroussart","84","SS+R","",
"2.391.728.901","BAET",,,"5650","Walcourt","Walcourt","Rue Vieille Ferme(Cha)","Rue Vieille Ferme(Cha)","14","","",
"2.391.729.097","BAET",,,"3270","Scherpenheuvel-Zichem","Scherpenheuvel-Zichem","Lobbense Molenweg","Lobbense Molenweg","16","","",
"2.391.729.196","BAET",,,"7061","Soignies","Soignies","Chaussée de Bruxelles","Chaussée de Bruxelles","162","A","",
"2.391.729.295","BAET",,,"2400","Mol","Mol","Heistraat","Heistraat","6","","",
"2.391.729.394","BAET",,,"9600","Ronse","Ronse","Scheldekouter","Scheldekouter","275","","",
"2.391.729.493","BAET",,,"5032","Gembloux","Gembloux","Rue d' Alvaux, Bothey","Rue d' Alvaux, Bothey","20","","",
"2.391.729.691","BAET",,,"8490","Jabbeke","Jabbeke","Gistelsteenweg","Gistelsteenweg","334","","",
"2.391.729.790","BAET",,,"8500","Kortrijk","Kortrijk","Grote Kring(Kor)","Grote Kring(Kor)","5","","",
"2.391.729.889","BAET",,,"4180","Hamoir","Hamoir","Rue de Liège","Rue de Liège","31","","",
"2.391.729.988","BAET",,,"1070","Anderlecht","Anderlecht","Scheutlaan","Avenue de Scheut","232","","",
"2.391.730.087","BAET",,,"6600","Bastogne","Bastogne","Rue de Marche","Rue de Marche","63","","",
"2.391.730.186","BAET",,,"1020","Brussel","Bruxelles","Leopold I-straat","Rue Léopold I","234","","",
"2.391.730.285","BAET",,,"7387","Honnelles","Honnelles","Rue du Rat d'Eau (HON)","Rue du Rat d'Eau (HON)","41","","",
"2.391.730.384","BAET",,,"7972","Beloeil","Beloeil","Chaussée Brunehaut (Que)","Chaussée Brunehaut (Que)","412","","",
"2.391.730.582","BAET",,,"1703","Dilbeek","Dilbeek","Vijverweg","Vijverweg","9","","",
"2.391.730.681","BAET",,,"5101","Namur","Namur","Avenue des Dessus de Lives(LO)","Avenue des Dessus de Lives(LO)","8","","",
"2.391.730.780","BAET",,,"9190","Stekene","Stekene","Vlasrootstraat(KEM)","Vlasrootstraat(KEM)","49","","",
"2.391.730.879","BAET",,,"1700","Dilbeek","Dilbeek","Oudesmidsestraat","Oudesmidsestraat","20","","",
"2.391.730.978","BAET",,,"7800","Ath","Ath","Rue Isidore Hoton","Rue Isidore Hoton","23","","",
"2.391.731.077","BAET",,,"1050","Elsene","Ixelles","Livornostraat","Rue de Livourne","105","","",
"2.391.731.176","BAET",,,"6470","Sivry-Rance","Sivry-Rance","Grand Rue","Grand Rue","85","","",
"2.391.731.374","BAET",,,"1070","Anderlecht","Anderlecht","Bergense Steenweg","Chaussée de Mons","189","","",
"2.391.731.473","BAET",,,"1000","Brussel","Bruxelles","Zuidlaan","Boulevard du Midi","95","","",
"2.391.731.572","BAET",,,"4141","Sprimont","Sprimont","Rue de Stinval(LVG)","Rue de Stinval(LVG)","19","b","",
"2.391.731.671","BAET",,,"2170","Antwerpen","Antwerpen","Victor Govaerslaan","Victor Govaerslaan","14","2","",
"2.391.731.869","BAET",,,"2980","Zoersel","Zoersel","Jacobslaan","Jacobslaan","47","","",
"2.391.732.166","BAET",,,"1370","Jodoigne","Jodoigne","Rue Montagne des Aveugles(Jod.)","Rue Montagne des Aveugles(Jod.)","4","","",
"2.391.732.265","BAET",,,"6200","Châtelet","Châtelet","Rue d'Ormont","Rue d'Ormont","224","1","",
"2.391.732.364","BAET",,,"9850","Deinze","Deinze","Warandestraat","Warandestraat","26","","",
"2.391.732.463","BAET",,,"2020","Antwerpen","Antwerpen","Volhardingstraat","Volhardingstraat","71","","",
"2.391.732.562","BAET",,,"1170","Watermaal-Bosvoorde","Watermael-Boitsfort","Hermelijnlaan","Avenue de l'Hermine","40A","","",
"2.391.732.661","BAET",,,"1050","Elsene","Ixelles","Waterleidingsstraat","Rue de l'Aqueduc","119","1e","",
"2.391.732.859","BAET",,,"1332","Rixensart","Rixensart","Avenue Albert Ier","Avenue Albert Ier","253","2","",
"2.391.732.958","BAET",,,"9032","Gent","Gent","Dasstraat","Dasstraat","5","","",
"2.391.733.057","BAET",,,"1050","Elsene","Ixelles","Amerikaanse straat","Rue Américaine","88","","",
"2.391.733.156","BAET",,,"1030","Schaarbeek","Schaerbeek","Diamantlaan","Avenue du Diamant","171","","",
"2.391.733.255","BAET",,,"1400","Nivelles","Nivelles","Rue Samiette","Rue Samiette","1","","",
"2.391.733.354","BAET",,,"6540","Lobbes","Lobbes","Rue de la Station","Rue de la Station","25","","",
"2.391.733.453","BAET",,,"7784","Comines-Warneton","Comines-Warneton","Rijselstraat(WAA)","Rue de Lille(WAR)","53","","",
"2.391.733.552","BAET",,,"9820","Merelbeke-Melle","Merelbeke-Melle","Hundelgemsesteenweg","Hundelgemsesteenweg","101A","","",
"2.391.733.651","BAET",,,"1050","Elsene","Ixelles","Kasteleinsstraat","Rue du Châtelain","40","","",
"2.391.733.750","BAET",,,"4841","Welkenraedt","Welkenraedt","Linde","Linde","2","","",
"2.391.733.849","BAET",,,"2500","Lier","Lier","Berlaarsesteenweg","Berlaarsesteenweg","24","","",
"2.391.733.948","BAET",,,"3630","Maasmechelen","Maasmechelen","Kommelstraat(M)","Kommelstraat(M)","9","","",
"2.391.734.146","BAET",,,"1730","Asse","Asse","Nerviërsstraat","Nerviërsstraat","67","","",
"2.391.734.344","BAET",,,"1000","Brussel","Bruxelles","Wollendriestoren","Rue de la Grosse Tour","3","","",
"2.391.734.443","BAET",,,"8550","Zwevegem","Zwevegem","Harelbeekstraat(Z)","Harelbeekstraat(Z)","169","101","",
"2.391.734.542","BAET",,,"5570","Beauraing","Beauraing","Rue de Bouillon","Rue de Bouillon","30","","",
"2.391.734.641","BAET",,,"7911","Frasnes-lez-Anvaing","Frasnes-lez-Anvaing","Rue Pironche(FB)","Rue Pironche(FB)","9","","",
"2.391.734.740","BAET",,,"8000","Brugge","Brugge","Smedenstraat","Smedenstraat","22","","",
"2.391.734.839","BAET",,,"4460","Grâce-Hollogne","Grâce-Hollogne","Rue des Fonds d'Ivoz","Rue des Fonds d'Ivoz","8","5","",
"2.391.735.136","BAET",,,"2580","Putte","Putte","Bredestraat","Bredestraat","183","","",
"2.391.735.235","BAET",,,"1435","Mont-Saint-Guibert","Mont-Saint-Guibert","Rue Emile Francqui","Rue Emile Francqui","11","","",
"2.391.735.334","BAET",,,"7060","Soignies","Soignies","Ruelle de l'Enfer","Ruelle de l'Enfer","1","","",
"2.391.735.532","BAET",,,"8380","Brugge","Brugge","Dudzeelse Steenweg","Dudzeelse Steenweg","479","","",
"2.391.735.730","BAET",,,"1731","Asse","Asse","Pastoor Evrardlaan","Pastoor Evrardlaan","42","","",
"2.391.735.829","BAET",,,"2990","Wuustwezel","Wuustwezel","Jeroom Beckerlaan","Jeroom Beckerlaan","26","","",
"2.391.735.928","BAET",,,"4122","Neupré","Neupré","Rue des Noisetiers(PLX)","Rue des Noisetiers(PLX)","9","","",
"2.391.736.126","BAET",,,"9000","Gent","Gent","Dendermondsesteenweg","Dendermondsesteenweg","102","E002","",
"2.391.736.225","BAET",,,"1082","Sint-Agatha-Berchem","Berchem-Sainte-Agathe","Groot-Bijgaardenstraat","Rue de Grand-Bigard","14","","",
"2.391.736.324","BAET",,,"1200","Sint-Lambrechts-Woluwe","Woluwe-Saint-Lambert","Guillaume Abelooslaan","Avenue Guillaume Abeloos","8","10","",
"2.391.736.423","BAET",,,"7783","Comines-Warneton","Comines-Warneton","Drie-Bisdommenstraat(Biz)","Rue des Trois-Evêchés(Biz)","11","1","",
"2.391.736.621","BAET",,,"9255","Buggenhout","Buggenhout","Kuitelgem","Kuitelgem","36","","",
"2.391.736.720","BAET",,,"2000","Antwerpen","Antwerpen","Frankrijklei","Frankrijklei","65","","",
"2.391.736.918","BAET",,,"3620","Lanaken","Lanaken","Henri Dunantstraat","Henri Dunantstraat","94","","",
"2.391.737.116","BAET",,,"2610","Antwerpen","Antwerpen","Zwanenlaan","Zwanenlaan","8","","",
"2.391.737.314","BAET",,,"3130","Begijnendijk","Begijnendijk","Haltestraat","Haltestraat","49","22","",
"2.391.737.413","BAET",,,"1060","Sint-Gillis (bij-Brussel)","Saint-Gilles","Morisstraat","Rue Moris","54","2+3","",
"2.391.737.512","BAET",,,"9000","Gent","Gent","Kouter","Kouter","13","","",
"2.391.737.611","BAET",,,"8980","Zonnebeke","Zonnebeke","Paardebosstraat","Paardebosstraat","5","","",
"2.391.737.710","BAET",,,"8600","Diksmuide","Diksmuide","Lekedorpstraat(L)","Lekedorpstraat(L)","49","","",
"2.391.737.809","BAET",,,"4610","Beyne-Heusay","Beyne-Heusay","Rue de la Belle-Fleur","Rue de la Belle-Fleur","12","","",
"2.391.737.908","BAET",,,"2920","Kalmthout","Kalmthout","Beauvoislaan (Heide)","Beauvoislaan (Heide)","98","","",
"2.391.738.007","BAET",,,"2070","Beveren-Kruibeke-Zwijndrecht","Beveren-Kruibeke-Zwijndrecht","Prins Boudewijnstraat","Prins Boudewijnstraat","15","","",
"2.391.738.106","BAET",,,"9320","Aalst","Aalst","Industrielaan","Industrielaan","4","","",
"2.391.738.205","BAET",,,"3530","Houthalen-Helchteren","Houthalen-Helchteren","Edelweisstraat","Edelweisstraat","7","","",
"2.391.738.403","BAET",,,"3870","Heers","Heers","Jan Odeurslaan(M.B.)","Jan Odeurslaan(M.B.)","21","","",
"2.391.738.502","BAET",,,"2650","Edegem","Edegem","Ridder Gerardilaan","Ridder Gerardilaan","64","","",
"2.391.738.601","BAET",,,"3870","Heers","Heers","Jan Odeurslaan(M.B.)","Jan Odeurslaan(M.B.)","21","","",
"2.391.738.797","BAET",,,"7011","Mons","Mons","Rue Richard Stiévenart","Rue Richard Stiévenart","48","","",
"2.391.738.995","BAET",,,"2970","Schilde","Schilde","Beukenlaan","Beukenlaan","50","","",
"2.391.739.094","BAET",,,"2800","Mechelen","Mechelen","Bruul","Bruul","113","102","",
"2.391.739.193","BAET",,,"6120","Ham-sur-Heure-Nalinnes","Ham-sur-Heure-Nalinnes","Allée de la Charmille(HSH)","Allée de la Charmille(HSH)","42","","",
"2.391.739.292","BAET",,,"1470","Genappe","Genappe","Drève Nantaise","Drève Nantaise","15","","",
"2.391.739.391","BAET",,,"1080","Sint-Jans-Molenbeek","Molenbeek-Saint-Jean","Edmond Machtenslaan","Boulevard Edmond Machtens","73","15","",
"2.391.739.490","BAET",,,"8470","Gistel","Gistel","Bruidstraat","Bruidstraat","4","","",
"2.391.739.589","BAET",,,"2018","Antwerpen","Antwerpen","Grotebeerstraat","Grotebeerstraat","2","","",
"2.391.739.688","BAET",,,"3530","Houthalen-Helchteren","Houthalen-Helchteren","Dorpsstraat","Dorpsstraat","5","","",
"2.391.739.787","BAET",,,"9100","Sint-Niklaas","Sint-Niklaas","Hertenstraat","Hertenstraat","100","","",
"2.391.739.886","BAET",,,"2930","Brasschaat","Brasschaat","Magdalenalei","Magdalenalei","57","","",
"2.391.739.985","BAET",,,"2800","Mechelen","Mechelen","Leuvensesteenweg","Leuvensesteenweg","243","","",
"2.391.740.183","BAET",,,"2020","Antwerpen","Antwerpen","Edward Keurvelsstraat","Edward Keurvelsstraat","30","","",
"2.391.740.282","BAET",,,"9030","Gent","Gent","Losweg","Losweg","7","","",
"2.391.740.579","BAET",,,"9840","Nazareth-De Pinte","Nazareth-De Pinte","Lusthof","Lusthof","25","","",
"2.391.740.678","BAET",,,"3500","Hasselt","Hasselt","Oude Kuringerbaan","Oude Kuringerbaan","74","1.01","",
"2.391.740.876","BAET",,,"1200","Sint-Lambrechts-Woluwe","Woluwe-Saint-Lambert","Jean Laudylaan","Avenue Jean Laudy","6","","",
"2.391.740.975","BAET",,,"3200","Aarschot","Aarschot","Pelgrimstraat","Pelgrimstraat","6","","",
"2.391.741.074","BAET",,,"2900","Schoten","Schoten","Zaatstraat","Zaatstraat","104","6","",
"2.391.741.173","BAET",,,"2800","Mechelen","Mechelen","Besterveld(WAL)","Besterveld(WAL)","4","","",
"2.391.741.371","BAET",,,"2630","Aartselaar","Aartselaar","Lindelei","Lindelei","9","","",
"2.391.741.470","BAET",,,"1000","Brussel","Bruxelles","Onderrichtsstraat","Rue de l'Enseignement","58","b007","",
"2.391.741.569","BAET",,,"1050","Elsene","Ixelles","Guillaume Macaulaan","Avenue Guillaume Macau","21","M","",
"2.391.741.668","BAET",,,"2930","Brasschaat","Brasschaat","Hoogboomsteenweg","Hoogboomsteenweg","149","","",
"2.391.741.767","BAET",,,"1500","Halle","Halle","Bergensesteenweg","Bergensesteenweg","502C","","",
"2.391.741.866","BAET",,,"4102","Seraing","Seraing","Rue de la Rose","Rue de la Rose","70","11","",
"2.391.741.965","BAET",,,"2650","Edegem","Edegem","Boniverlei","Boniverlei","100","","",
"2.391.742.064","BAET",,,"4041","Herstal","Herstal","Rue des Fontaines","Rue des Fontaines","2","","",
"2.391.742.163","BAET",,,"1730","Asse","Asse","Gasthuisstraat","Gasthuisstraat","9","10","",
"2.391.742.262","BAET",,,"7000","Mons","Mons","Avenue d'Hyon","Avenue d'Hyon","25","","",
"2.391.742.361","BAET",,,"1000","Brussel","Bruxelles","Anneessensstraat","Rue Anneessens","7","b006","",
"2.391.742.559","BAET",,,"3545","Halen","Halen","Panovenstraat","Panovenstraat","5","","",
"2.391.742.658","BAET",,,"7730","Estaimpuis","Estaimpuis","Rue Reine Astrid(N)","Rue Reine Astrid(N)","258","","",
"2.391.742.757","BAET",,,"8800","Roeselare","Roeselare","Waterdam","Waterdam","24","","",
"2.391.742.856","BAET",,,"9090","Merelbeke-Melle","Merelbeke-Melle","Brusselsesteenweg","Brusselsesteenweg","127A","202","",
"2.391.742.955","BAET",,,"1410","Waterloo","Waterloo","Boulevard de la Cense","Boulevard de la Cense","72","2","",
"2.391.743.153","BAET",,,"7800","Ath","Ath","Rue de France","Rue de France","3","","",
"2.391.743.450","BAET",,,"9000","Gent","Gent","Koningin Elisabethlaan","Koningin Elisabethlaan","110","","",
"2.391.743.549","BAET",,,"4040","Herstal","Herstal","Rue Jules Destrée","Rue Jules Destrée","70","","",
"2.391.743.648","BAET",,,"3940","Hechtel-Eksel","Hechtel-Eksel","Eindhovensebaan","Eindhovensebaan","79","","",
"2.391.743.747","BAET",,,"8570","Anzegem","Anzegem","Oudenaardestraat","Oudenaardestraat","84","","",
"2.391.743.846","BAET",,,"3582","Beringen","Beringen","Orgelwinningstraat","Orgelwinningstraat","98","","",
"2.391.743.945","BAET",,,"3290","Diest","Diest","Nieuwe Dijkstraat","Nieuwe Dijkstraat","36","","",
"2.391.744.044","BAET",,,"3800","Sint-Truiden","Sint-Truiden","Luikersteenweg","Luikersteenweg","377","","",
"2.391.744.143","BAET",,,"9400","Ninove","Ninove","Denderhoutembaan","Denderhoutembaan","155","","",
